target_id,receptor_id,ligand_id,label,pose_rank,docking_score,vina_rmsd_lb_from_best,vina_rmsd_ub_from_best,status,message,runtime_seconds,seed,software_version,pose_path,log_path
MK14,MK14_2QD9_reference,MK14_active_L000215,active,1,-9.043,0.0,0.0,ok,vina_ok_parallel,248.055,20260718,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000215_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000215_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000215,active,2,-8.829,3.606,8.32,ok,vina_ok_parallel,248.055,20260718,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000215_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000215_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000215,active,3,-8.739,3.104,5.22,ok,vina_ok_parallel,248.055,20260718,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000215_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000215_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000215,active,4,-8.646,1.399,2.089,ok,vina_ok_parallel,248.055,20260718,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000215_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000215_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000215,active,5,-8.552,2.794,4.792,ok,vina_ok_parallel,248.055,20260718,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000215_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000215_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000255,active,1,-6.712,0.0,0.0,ok,vina_ok_parallel,383.664,20260719,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000255_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000255_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000255,active,2,-6.62,2.49,7.603,ok,vina_ok_parallel,383.664,20260719,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000255_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000255_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000255,active,3,-6.483,2.963,7.949,ok,vina_ok_parallel,383.664,20260719,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000255_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000255_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000255,active,4,-6.274,2.631,6.287,ok,vina_ok_parallel,383.664,20260719,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000255_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000255_vina.log
MK14,MK14_2QD9_reference,MK14_active_L000255,active,5,-6.159,2.875,7.53,ok,vina_ok_parallel,383.664,20260719,AutoDock Vina v1.2.7,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/poses/MK14_active_L000255_docked.pdbqt,results/runs/stage05_mk14_train_execution_pilot/docking/MK14_2QD9_reference/logs/MK14_active_L000255_vina.log
